Image Name,Weight,Line Thickness,Relative Thickness (%),OCR Output,Accuracy (%)
weight_-1.png,-1.0,8.426966292134832,0.0,AAAA,100.0
weight_-2.png,-2.0,6.719101123595506,-20.266666666666673,AAAA,100.0
weight_-3.png,-3.0,5.01123595505618,-40.53333333333333,AAAA,100.0
weight_-4.png,-4.0,3.3258426966292136,-60.53333333333334,AAAA,100.0
weight_-5.png,-5.0,1.7380952380952381,-79.37460317460318,AAAA,100.0
weight_-6.png,-6.0,1.2142857142857142,-85.5904761904762,,0.0
weight_-7.png,-7.0,1.0,-88.13333333333333,,0.0
weight_1.png,1.0,8.426966292134832,0.0,AAAA,100.0
weight_10.png,10.0,27.013333333333332,220.55822222222216,AAAA,100.0
weight_11.png,11.0,28.76,241.2853333333333,AAAA,100.0
weight_12.png,12.0,30.11842105263158,257.4052631578947,AAAA,100.0
weight_13.png,13.0,31.467532467532468,273.4147186147186,AAAA,100.0
weight_14.png,14.0,32.80769230769231,289.3179487179487,AAAA,100.0
weight_15.png,15.0,34.139240506329116,305.11898734177214,,0.0
weight_2.png,2.0,10.488372093023257,24.46201550387597,AAAA,100.0
weight_3.png,3.0,12.209302325581396,44.88372093023255,AAAA,100.0
weight_4.png,4.0,14.421686746987952,71.13734939759034,AAAA,100.0
weight_5.png,5.0,16.341463414634145,93.91869918699184,AAAA,100.0
weight_6.png,6.0,18.5125,119.68166666666664,AAAA,100.0
weight_7.png,7.0,20.50632911392405,143.3417721518987,AAAA,100.0
weight_8.png,8.0,22.525641025641026,167.30427350427348,AAAA,100.0
weight_9.png,9.0,24.571428571428573,191.5809523809524,AAAA,100.0
